CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 851,Trigonometry,Sacramento City College,California Community College,Trigonometry for Calculus,MATH373,2023-09-01,Summer 2019,233,CCC000601674,2023-10-07
MATH 250,Introduction to Linear Algebra,College of the Siskiyous,California Community College,Introduction to Linear Algebra,MATH2600,2023-09-01,Spring 2018,181,CCC000454863,2023-10-07
MATH 240,Ordinary Differential Equations,Citrus College,California Community College,Differential Equations,MATH211,2023-09-01,Fall 2017,821,CCC000402966,2023-10-07
MATH 240,Ordinary Differential Equations,Citrus College,California Community College,Differential Equations,MATH211,2023-09-01,Fall 2017,821,CCC000562466,2023-10-07
MATH 160,Discrete Math,City College of San Francisco,California Community College,Discrete Mathematics,MATH115,2023-09-01,Summer 2019,361,CCC000368313,2023-10-07
MATH 160,Discrete Math,City College of San Francisco,California Community College,Discrete Mathematics,MATH115,2023-09-01,Summer 2019,361,CCC000380021,2023-10-07
MATH 230,Multivariable Calculus,MiraCosta College,California Community College,Calculus and Analytic Geometry III,MATH260,2023-09-01,Fall 2019,051,CCC000191151,2023-10-07
MATH 230,Multivariable Calculus,MiraCosta College,California Community College,Calculus and Analytic Geometry III (Honors),MATH260H,2023-09-01,Fall 2019,051,CCC000570418,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Glendale Community College,California Community College,Calculus and Analytic Geometry,MATH104E,2023-09-01,Fall 2018,731,CCC000591638,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Glendale Community College,California Community College,Calculus and Analytic Geometry,MATH104EH,2023-09-01,Fall 2018,731,CCC000591643,2023-10-07
MATH 240,Ordinary Differential Equations,Long Beach City College,California Community College,Intro Differential Eqns and Linear Alg,MATH84,2023-09-01,Fall 2018,841,CCC000421886,2023-10-07
MATH 160,Discrete Math,Monterey Peninsula College,California Community College,Discrete Mathematics,MATH40,2023-09-01,Fall 2019,461,CCC000289244,2023-10-07
MATH 160,Discrete Math,Monterey Peninsula College,California Community College,Discrete Mathematics,MATH40,2023-09-01,Fall 2019,461,CCC000566351,2023-10-07
MATH 230,Multivariable Calculus,Gavilan College,California Community College,Multivariable Calculus,MATH1C,2023-09-01,Spring 2019,441,CCC000279453,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Cerro Coso Community College,California Community College,Analytic Geometry and Calculus II,MATHC152,2023-09-01,Fall 2019,522,CCC000336483,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Cerro Coso Community College,California Community College,Analytic Geometry and Calculus II,MATHC152,2023-09-01,Fall 2019,522,CCC000608439,2023-10-07
MATH 151,College Algebra for STEM,College of the Siskiyous,California Community College,College Algebra,MATH1100,2023-09-01,Fall 2016,181,CCC000374273,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Irvine Valley College,California Community College,Analytic Geometry and Calculus I Honors,MATH3AH,2023-09-01,Fall 2018,892,CCC000554120,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Irvine Valley College,California Community College,Analytic Geometry and Calculus I,MATH3A,2023-09-01,Fall 2018,892,CCC000409540,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,West Los Angeles College,California Community College,CALCULUS I,MATH261,2023-09-01,Fall 2018,749,CCC000320341,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Las Positas College,California Community College,Calculus I,MATH1,2023-09-01,Fall 2018,481,CCC000348340,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Los Angeles City College,California Community College,CALCULUS I,MATH261,2023-09-01,Spring 2016,741,CCC000425399,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Bernardino Valley College,California Community College,Single Variable Calculus II + Single Variable Calculus I,MATH251,2023-09-01,Fall 2019 + Fall 2016,982,CCC000429136,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Bernardino Valley College,California Community College,Single Variable Calculus II + Single Variable Calculus I,MATH251,2023-09-01,Fall 2019 + Fall 2016,982,CCC000430358,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Bernardino Valley College,California Community College,Single Variable Calculus II + Single Variable Calculus I,MATH250,2023-09-01,Fall 2019 + Fall 2016,982,CCC000427638,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,San Bernardino Valley College,California Community College,Single Variable Calculus II + Single Variable Calculus I,MATH250,2023-09-01,Fall 2019 + Fall 2016,982,CCC000428939,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus II + Calculus I,MATH152HF,2023-09-01,Fall 2017,862,CCC000579810,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus II + Calculus I,MATH151F,2023-09-01,Fall 2017,862,CCC000579813,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Calculus I + Calculus II,MATH151F,2023-09-01,Fall 2017,862,CCC000579813,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Calculus I + Calculus II,MATH152F,2023-09-01,Fall 2017,862,CCC000579811,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus I + Honors Calculus II,MATH151HF,2023-09-01,Fall 2017,862,CCC000579812,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus I + Honors Calculus II,MATH152HF,2023-09-01,Fall 2017,862,CCC000579810,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus I + Calculus II,MATH151HF,2023-09-01,Fall 2017,862,CCC000579812,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Fullerton College,California Community College,Honors Calculus I + Calculus II,MATH152F,2023-09-01,Fall 2017,862,CCC000579811,2023-10-07
MATH 230,Multivariable Calculus,Citrus College,California Community College,Calculus with Analytic Geometry III,MATH210,2023-09-01,Fall 2017,821,CCC000394049,2023-10-07
MATH 230,Multivariable Calculus,Citrus College,California Community College,Calculus with Analytic Geometry III,MATH210,2023-09-01,Fall 2017,821,CCC000561415,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Mt. San Antonio College,California Community College,Calculus and Analytic Geometry,MATH181,2023-09-01,Summer 2019,851,CCC000409539,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Mt. San Antonio College,California Community College,Calculus and Analytic Geometry,MATH181,2023-09-01,Summer 2019,851,CCC000569608,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,West Hills College Coalinga,California Community College,Calculus With Applications,MATH001B,2023-09-01,Spring 2020,581,CCC000222870,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Cypress College,California Community College,Calculus II,MATH150BC,2023-09-01,Fall 2017,861,CCC000251386,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Compton College,California Community College,Single Variable Calculus and Analytic Geometry II,MATH191,2023-09-01,Summer 2013,711,CCC000450369,2023-10-07
MATH 155,Precalculus,Compton College,California Community College,Precalculus,MATH180,2023-09-01,Fall 2014,711,CCC000450367,2023-10-07
MATH 155,Precalculus,Compton College,California Community College,Precalculus,MATH180,2023-09-01,Fall 2014,711,CCC000401950,2023-10-07
MATH 260,Survey of Differential Equations and Linear Algebra,Compton College,California Community College,Differential Equations with Linear Algebra,MATH270,2023-09-01,Fall 2016,711,CCC000450373,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Compton College,California Community College,Single Variable Calculus and Analytical Geometry I + Single Variable Calculus and Analytical Geometry II,MATH190,2023-09-01,Summer 2013 + Fall 2015,711,CCC000450368,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Compton College,California Community College,Single Variable Calculus and Analytical Geometry I + Single Variable Calculus and Analytical Geometry II,MATH191,2023-09-01,Summer 2013 + Fall 2015,711,CCC000450369,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Compton College,California Community College,Single Variable Calculus and Analytical Geometry I,MATH190,2023-09-01,Fall 2015,711,CCC000450368,2023-10-07
MATH 230,Multivariable Calculus,Compton College,California Community College,Multivariable Calculus,MATH220,2023-09-01,Fall 2015,711,CCC000450371,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Compton College,California Community College,Differential Equations with Linear Algebra + Differential Equations with Linear Algebra,MATH270,2023-09-01,Fall 2016,711,CCC000450373,2023-10-07
MATH 851,Trigonometry,Las Positas College,California Community College,Trigonometry,MATH39,2023-09-01,Fall 2019,481,CCC000569950,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Diablo Valley College,California Community College,Analytic Geometry and Calculus I,MATH192,2023-09-01,Fall 2019,312,CCC000253624,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Diablo Valley College,California Community College,Analytic Geometry and Calculus I,MATH192,2023-09-01,Fall 2019,312,CCC000536175,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,West Hills College Coalinga,California Community College,Introduction to Calculus,MATH001A,2023-09-01,Spring 2020,581,CCC000274438,2023-10-07
MATH 155,Precalculus,Antelope Valley College,California Community College,Precalculus,MATH140,2023-09-01,Fall 2020,621,CCC000301982,2023-10-07
MATH 155,Precalculus,Diablo Valley College,California Community College,Pre-Calculus-Self Paced,MATH191SP,2023-09-01,Fall 2020,312,CCC000599345,2023-10-07
MATH 155,Precalculus,Diablo Valley College,California Community College,Pre-Calculus,MATH191,2023-09-01,Fall 2020,312,CCC000290122,2023-10-07
MATH 155,Precalculus,Diablo Valley College,California Community College,Pre-Calculus,MATH191,2023-09-01,Fall 2020,312,CCC000536174,2023-10-07
MATH 151,College Algebra for STEM,Las Positas College,California Community College,College Algebra for STEM,MATH30,2023-09-01,Fall 2019,481,CCC000584320,2023-10-07
MATH 260,Survey of Differential Equations and Linear Algebra,Madera Community College,California Community College,Differential Equations and Linear Algebra,MATH17,2023-09-01,Spring 2016,574,NA,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Madera Community College,California Community College,Math Analysis II + Math Analysis I,MATH5B,2023-09-01,Spring 2009 + Fall 2016,574,CCC000615530,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Madera Community College,California Community College,Math Analysis II + Math Analysis I,MATH5A,2023-09-01,Spring 2009 + Fall 2016,574,CCC000615529,2023-10-07
MATH 151,College Algebra for STEM,Madera Community College,California Community College,College Algebra,MATH3A,2023-09-01,Fall 2017,574,CCC000615526,2023-10-07
MATH 240,Ordinary Differential Equations,Madera Community College,California Community College,Differential Equations and Linear Algebra,MATH17,2023-09-01,Fall 2014,574,NA,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra,Madera Community College,California Community College,Differential Equations and Linear Algebra,MATH17,2023-09-01,Fall 2014,574,NA,2023-10-07
MATH 240,Ordinary Differential Equations,Golden West College,California Community College,Introduction to Linear Algebra and Differential Equations,MATHG285,2023-09-01,Fall 2015,832,CCC000225218,2023-10-07
MATH 240,Ordinary Differential Equations,Cerritos College,California Community College,Linear Algebra and Differential Equations,MATH250,2023-09-01,Spring 2016,811,CCC000552447,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Los Angeles City College,California Community College,CALCULUS II,MATH262,2023-09-01,Fall 2017,741,CCC000390734,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Bakersfield College,California Community College,Analytic Geometry/Calculus II,MATHB6B,2023-09-01,Summer 2019,521,CCC000335223,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Barstow Community College,California Community College,Calculus I,MATH4A,2023-09-01,Fall 2020,911,CCC000419081,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Barstow Community College,California Community College,Calculus I,MATH4A,2023-09-01,Fall 2020,911,CCC000605048,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fresno City College,California Community College,Mathematical Analysis I,MATH5A,2023-09-01,Spring 2020,571,CCC000336025,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fresno City College,California Community College,Mathematical Analysis I,MATH5A,2023-09-01,Spring 2020,571,CCC000444005,2023-10-07
MATH 851,Trigonometry,Madera Community College,California Community College,Trigonometry,MATH4A,2023-09-01,Fall 2016,574,CCC000615528,2023-10-07
MATH 151,College Algebra for STEM,Cypress College,California Community College,College Algebra,MATH141C,2023-09-01,Fall 2018,861,CCC000283603,2023-10-07
MATH 151,College Algebra for STEM,Cypress College,California Community College,College Algebra,MATH141C,2023-09-01,Fall 2018,861,CCC000593750,2023-10-07
MATH 230,Multivariable Calculus,Cerro Coso Community College,California Community College,Analytic Geometry and Calculus III,MATHC251,2023-09-01,Fall 2019,522,CCC000231937,2023-10-07
MATH 230,Multivariable Calculus,Cerro Coso Community College,California Community College,Analytic Geometry and Calculus III,MATHC251,2023-09-01,Fall 2019,522,CCC000608440,2023-10-07
MATH 230,Multivariable Calculus,Antelope Valley College,California Community College,Calculus and Analytic Geometry,MATH250,2023-09-01,Fall 2020,621,CCC000086356,2023-10-07
MATH 230,Multivariable Calculus,Antelope Valley College,California Community College,Calculus and Analytic Geometry,MATH250,2023-09-01,Fall 2020,621,CCC000562724,2023-10-07
MATH 230,Multivariable Calculus,Folsom Lake College,California Community College,Calculus III,MATH402,2023-09-01,Fall 2013,234,CCC000296648,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Folsom Lake College,California Community College,Calculus II,MATH401,2023-09-01,Summer 2015,234,CCC000033540,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Folsom Lake College,California Community College,Calculus I,MATH400,2023-09-01,Fall 2013,234,CCC000269584,2023-10-07
MATH 240,Ordinary Differential Equations,Folsom Lake College,California Community College,Differential Equations,MATH420,2023-09-01,Fall 2015,234,CCC000021127,2023-10-07
MATH 250,Introduction to Linear Algebra,Folsom Lake College,California Community College,Introduction to Linear Algebra,MATH410,2023-09-01,Fall 2015,234,CCC000080034,2023-10-07
MATH 250,Introduction to Linear Algebra,Modesto Junior College,California Community College,Linear Algebra,MATH191,2023-09-01,Summer 2019,592,CCC000598163,2023-10-07
MATH 240,Ordinary Differential Equations,Modesto Junior College,California Community College,Ordinary Differential Equations,MATH193,2023-09-01,Summer 2019,592,CCC000598164,2023-10-07
MATH 250,Introduction to Linear Algebra,Las Positas College,California Community College,Elementary Linear Algebra,MATH7,2023-09-01,Fall 2021,481,CCC000362010,2023-10-07
MATH 160,Discrete Math,Berkeley City College,California Community College,Discrete Mathematics,MATHEMATICS11,2023-09-01,Spring 2020,345,NA,2023-10-07
MATH 250,Introduction to Linear Algebra,MiraCosta College,California Community College,Linear Algebra (Honors),MATH270H,2023-09-01,Fall 2019,051,CCC000599096,2023-10-07
MATH 240,Ordinary Differential Equations,Porterville College,California Community College,Ordinary Differential Equations,MATHP207,2023-09-01,Summer 2020,523,CCC000615874,2023-10-07
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Honors Differential Equations,MATH055H,2023-09-01,Summer 2020,771,CCC000529256,2023-10-07
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Honors Differential Equations,MATH055H,2023-09-01,Summer 2020,771,CCC000612922,2023-10-07
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Differential Equations,MATH055,2023-09-01,Summer 2020,771,CCC000405118,2023-10-07
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Differential Equations,MATH055,2023-09-01,Summer 2020,771,CCC000612921,2023-10-07
MATH 160,Discrete Math,Compton College,California Community College,Introduction to Discrete Structures,MATH210,2023-09-01,Fall 2020,711,CCC000450370,2023-10-07
MATH 160,Discrete Math,Compton College,California Community College,Introduction to Discrete Structures,MATH210,2023-09-01,Fall 2020,711,CCC000612160,2023-10-07
MATH 240,Ordinary Differential Equations,Monterey Peninsula College,California Community College,Differential Equations,MATH32,2023-09-01,Fall 2021,461,CCC000119111,2023-10-07
MATH 240,Ordinary Differential Equations,Monterey Peninsula College,California Community College,Differential Equations,MATH32,2023-09-01,Fall 2021,461,CCC000564167,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra,Rio Hondo College,California Community College,Linear Algebra and Differential Equations,MATH251,2023-09-01,Fall 2021,881,CCC000620797,2023-10-07
MATH 240,Ordinary Differential Equations,Copper Mountain College,California Community College,Ordinary Differential Equations,MATH002C,2023-09-01,Fall 2021,971,CCC000387255,2023-10-07
MATH 250,Introduction to Linear Algebra,Porterville College,California Community College,Introduction to Linear Algebra,MATHP208,2023-09-01,Summer 2020,523,CCC000615875,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Los Angeles Harbor College,California Community College,CALCULUS WITH ANALYTIC GEOMETRY II,MATH266,2023-09-01,Fall 2015,742,CCC000313044,2023-10-07
MATH 230,Multivariable Calculus,Los Angeles Harbor College,California Community College,CALCULUS WITH ANALYTIC GEOMETRY III,MATH267,2023-09-01,Fall 2015,742,CCC000049027,2023-10-07
MATH 240,Ordinary Differential Equations,Los Angeles Harbor College,California Community College,ORDINARY DIFFERENTIAL EQUATIONS,MATH275,2023-09-01,Fall 2015,742,CCC000234765,2023-10-07
MATH 250,Introduction to Linear Algebra,Los Angeles Harbor College,California Community College,LINEAR ALGEBRA,MATH270,2023-09-01,Fall 2015,742,CCC000190548,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,San Joaquin Delta College,California Community College,Calculus I,MATH1,2023-09-01,Summer 2016,551,CCC000371767,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Los Medanos College,California Community College,Calculus and Analytic Geometry I,MATH210,2023-09-01,Fall 2012,313,CCC000255383,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Los Medanos College,California Community College,Calculus and Analytic Geometry II,MATH220,2023-09-01,Summer 2014,313,CCC000217113,2023-10-07
MATH 230,Multivariable Calculus,Los Medanos College,California Community College,Calculus and Analytic Geometry III,MATH230,2023-09-01,Summer 2017,313,CCC000261048,2023-10-07
MATH 240,Ordinary Differential Equations,Los Medanos College,California Community College,Differential Equations,MATH240,2023-09-01,Fall 2012,313,CCC000336061,2023-10-07
MATH 151,College Algebra for STEM,Reedley College,California Community College,College Algebra for STEM,MATH3A,2023-09-01,Fall 2021,572,CCC000582679,2023-10-07
MATH 151,College Algebra for STEM,Reedley College,California Community College,College Algebra for STEM,MATH3A,2023-09-01,Fall 2021,572,CCC000336962,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Reedley College,California Community College,Calculus I,MATH5A,2023-09-01,Fall 2021,572,CCC000197126,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Reedley College,California Community College,Calculus I,MATH5A,2023-09-01,Fall 2021,572,CCC000438097,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Reedley College,California Community College,Calculus II,MATH5B,2023-09-01,Fall 2021,572,CCC000208894,2023-10-07
MATH 230,Multivariable Calculus,Reedley College,California Community College,Calculus III,MATH6,2023-09-01,Fall 2021,572,CCC000330504,2023-10-07
MATH 230,Multivariable Calculus,Reedley College,California Community College,Calculus III,MATH6,2023-09-01,Fall 2021,572,CCC000546064,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Reedley College,California Community College,Calculus I + Calculus II,MATH5A,2023-09-01,Fall 2021,572,CCC000197126,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Reedley College,California Community College,Calculus I + Calculus II,MATH5A,2023-09-01,Fall 2021,572,CCC000438097,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Reedley College,California Community College,Calculus I + Calculus II,MATH5B,2023-09-01,Fall 2021,572,CCC000208894,2023-10-07
MATH 250,Introduction to Linear Algebra,Los Medanos College,California Community College,Linear Algebra,MATH250,2023-09-01,Summer 2014,313,CCC000332655,2023-10-07
MATH 240,Ordinary Differential Equations,Glendale Community College,California Community College,Honors Ordinary Differential Equations,MATH108H,2023-09-01,Fall 2019,731,CCC000419685,2023-10-07
MATH 240,Ordinary Differential Equations,Glendale Community College,California Community College,Honors Ordinary Differential Equations,MATH108H,2023-09-01,Fall 2019,731,CCC000299805,2023-10-07
MATH 240,Ordinary Differential Equations,Glendale Community College,California Community College,Honors Ordinary Differential Equations,MATH108H,2023-09-01,Fall 2019,731,CCC000583863,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Glendale Community College,California Community College,Calculus and Analytic Geometry,MATH103E,2023-09-01,Fall 2021,731,CCC000598024,2023-10-07
MATH 240,Ordinary Differential Equations,Barstow Community College,California Community College,Ordinary Differential Equation,MATH9,2023-09-01,Fall 2020,911,NA,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Evergreen Valley College,California Community College,Calculus II with Analytic Geometry,MATH072,2023-09-01,Fall 2016,471,CCC000238718,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Evergreen Valley College,California Community College,Calculus I with Analytic Geometry,MATH071,2023-09-01,Spring 2017,471,CCC000250621,2023-10-07
MATH 230,Multivariable Calculus,Evergreen Valley College,California Community College,Multivariable Calculus,MATH073,2023-09-01,Spring 2015,471,CCC000226087,2023-10-07
MATH 230,Multivariable Calculus,Evergreen Valley College,California Community College,Multivariable Calculus,MATH073,2023-09-01,Spring 2015,471,CCC000458285,2023-10-07
MATH 250,Introduction to Linear Algebra,Evergreen Valley College,California Community College,Linear Algebra,MATH079,2023-09-01,Spring 2016,471,CCC000283090,2023-10-07
MATH 851,Trigonometry,Evergreen Valley College,California Community College,Trigonometry,MATH022,2023-09-01,Fall 2016,471,CCC000258971,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Evergreen Valley College,California Community College,Calculus II Late Transcendentals for STEM,MATH067,2023-09-01,Spring 2021,471,CCC000599616,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions - HONORS + Precalculus I: Theory of Functions - HONORS + Precalculus III: Advanced Topics - HONORS,MATH42H,2023-09-01,Fall 2018,421,NA,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions - HONORS + Precalculus I: Theory of Functions - HONORS + Precalculus III: Advanced Topics - HONORS,MATH41H,2023-09-01,Fall 2018,421,NA,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II: Trigonometric Functions - HONORS + Precalculus I: Theory of Functions - HONORS + Precalculus III: Advanced Topics - HONORS,MATH43H,2023-09-01,Fall 2018,421,NA,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus I (Part 2) + Precalculus I (Part 1) + Precalculus II,MATH31B,2023-09-01,Fall 2019,421,NA,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus I (Part 2) + Precalculus I (Part 1) + Precalculus II,MATH31A,2023-09-01,Fall 2019,421,NA,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus I (Part 2) + Precalculus I (Part 1) + Precalculus II,MATH32,2023-09-01,Fall 2019,421,CCC000603966,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II + Precalculus I,MATH32,2023-09-01,Fall 2019,421,CCC000603966,2023-10-07
MATH 151,College Algebra for STEM + College Algebra for STEM,De Anza College,California Community College,Precalculus II + Precalculus I,MATH31,2023-09-01,Fall 2019,421,CCC000603963,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Mendocino College,California Community College,Linear Algebra + Differential Equations,MTH214,2023-09-01,Fall 2017,141,CCC000107193,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra + Differential Equations and Linear Algebra,Mendocino College,California Community College,Linear Algebra + Differential Equations,MTH215,2023-09-01,Fall 2017,141,CCC000282363,2023-10-07
MATH 955,Precalculus & Trigonometry,West Hills College Lemoore,California Community College,Precalculus and Trigonometry,MATH016,2023-09-01,Fall 2019,582,CCC000612757,2023-10-07
MATH 955,Precalculus & Trigonometry,Solano Community College,California Community College,Precalculus and Trigonometry,MATH004,2023-09-01,Fall 2019,281,CCC000430756,2023-10-07
MATH 160,Discrete Math,Irvine Valley College,California Community College,Computer Discrete Mathematics II,CS6B,2023-09-01,Fall 2019,892,CCC000404907,2023-10-07
MATH 160,Discrete Math,Irvine Valley College,California Community College,Computer Discrete Mathematics II,CS6B,2023-09-01,Fall 2019,892,CCC000555999,2023-10-07
MATH 160,Discrete Math,Irvine Valley College,California Community College,Computer Discrete Mathematics II,MATH31,2023-09-01,Fall 2019,892,CCC000419933,2023-10-07
MATH 160,Discrete Math,Copper Mountain College,California Community College,Discrete Structures,MATH004,2023-09-01,Fall 2020,971,CCC000547126,2023-10-07
MATH 160,Discrete Math,Copper Mountain College,California Community College,Discrete Structures,MATH004,2023-09-01,Fall 2021,971,CCC000547126,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry I,MATH20A,2023-09-01,Fall 2020,461,CCC000314797,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Monterey Peninsula College,California Community College,Calculus with Analytic Geometry I,MATH20A,2023-09-01,Fall 2020,461,CCC000566620,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,Foothill College,California Community College,CALCULUS + HONORS CALCULUS I + CALCULUS,MATH1B,2023-09-01,Summer 2021 + Spring 2021 + Spring 2021,422,CCC000191296,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,Foothill College,California Community College,CALCULUS + HONORS CALCULUS I + CALCULUS,MATH1AH,2023-09-01,Summer 2021 + Spring 2021 + Spring 2021,422,CCC000562587,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence + Single Variable Calculus Sequence,Foothill College,California Community College,CALCULUS + HONORS CALCULUS I + CALCULUS,MATH1C,2023-09-01,Summer 2021 + Spring 2021 + Spring 2021,422,CCC000184880,2023-10-07
MATH 230,Multivariable Calculus,Pasadena City College,California Community College,Multivariable Calculus,MATH005C,2023-09-01,Summer 2015,771,CCC000402945,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Pasadena City College,California Community College,Single Variable Calculus II,MATH005B,2023-09-01,Summer 2016,771,CCC000387586,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Pasadena City College,California Community College,Single Variable Calculus I + Single Variable Calculus II,MATH005A,2023-09-01,Summer 2015 + Summer 2016,771,CCC000415115,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Pasadena City College,California Community College,Single Variable Calculus I + Single Variable Calculus II,MATH005B,2023-09-01,Summer 2015 + Summer 2016,771,CCC000387586,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Pasadena City College,California Community College,Single Variable Calculus I,MATH005A,2023-09-01,Summer 2015,771,CCC000415115,2023-10-07
MATH 240,Ordinary Differential Equations,Pasadena City College,California Community College,Differential Equations,MATH055,2023-09-01,Spring 2011,771,CCC000405118,2023-10-07
