CID,Descriptor,Institution,Institution type,Course_Title,Local_Course_ID,Approval date,COR effective term,GI01,CB00,Last_Updated
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Grossmont College,California Community College,Analytic Geometry and Calculus I + Analytic Geometry and Calculus II,MATH180,2023-09-01,Fall 2016 + Fall 2013,022,CCC000055499,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Grossmont College,California Community College,Analytic Geometry and Calculus I + Analytic Geometry and Calculus II,MATH280,2023-09-01,Fall 2016 + Fall 2013,022,CCC000110753,2023-10-07
MATH 151,College Algebra for STEM,College of the Redwoods,California Community College,College Algebra,MATH30,2023-09-01,Fall 2017,161,CCC000381548,2023-10-07
MATH 151,College Algebra for STEM,San Bernardino Valley College,California Community College,College Algebra,MATH102,2023-09-01,Fall 2016,982,CCC000427692,2023-10-07
MATH 151,College Algebra for STEM,San Bernardino Valley College,California Community College,College Algebra,MATH102,2023-09-01,Fall 2016,982,CCC000429057,2023-10-07
MATH 155,Precalculus,Los Angeles Valley College,California Community College,Precalculus,MATH260,2023-09-01,Fall 2015,747,CCC000407547,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,San Diego City College,California Community College,Calculus with Analytic Geometry III + Calculus with Analytic Geometry III + Calculus with Analytic Geometry III,MATH252,2023-09-01,Fall 2016,071,CCC000128024,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,San Diego Miramar College,California Community College,Calculus with Analytic Geometry III + Calculus with Analytic Geometry III + Calculus with Analytic Geometry III,MATH252,2023-09-01,Fall 2016,073,CCC000355063,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus + Multivariable Calculus,San Diego Mesa College,California Community College,Calculus with Analytic Geometry III + Calculus with Analytic Geometry III + Calculus with Analytic Geometry III,MATH252,2023-09-01,Fall 2016,072,CCC000088899,2023-10-07
MATH 230,Multivariable Calculus,East Los Angeles College,California Community College,Calculus III,MATH263,2023-09-01,Summer 2016,748,CCC000423320,2023-10-07
MATH 230,Multivariable Calculus,Columbia College,California Community College,Calculus III,MATH18C,2023-09-01,Summer 2017,591,CCC000543003,2023-10-07
MATH 230,Multivariable Calculus,Columbia College,California Community College,Calculus III,MATH18C,2023-09-01,Summer 2017,591,CCC000341870,2023-10-07
MATH 160,Discrete Math,East Los Angeles College,California Community College,Methods of Discrete Mathematics,MATH272,2023-09-01,Summer 2016,748,CCC000532575,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Fullerton College,California Community College,Honors Calculus II,MATH152HF,2023-09-01,Fall 2017,862,CCC000579810,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals + Single Variable Calculus II Early Transcendentals,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1BH,2023-09-01,Fall 2016,421,CCC000569383,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals + Single Variable Calculus II Early Transcendentals,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1CH,2023-09-01,Fall 2016,421,CCC000569384,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Allan Hancock College,California Community College,Calculus 2 + Calculus 1,MATH182,2023-09-01,Fall 2017,611,CCC000042130,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Allan Hancock College,California Community College,Calculus 2 + Calculus 1,MATH182,2023-09-01,Fall 2017,611,CCC000573604,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Allan Hancock College,California Community College,Calculus 2 + Calculus 1,MATH181,2023-09-01,Fall 2017,611,CCC000068086,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Allan Hancock College,California Community College,Calculus 2 + Calculus 1,MATH181,2023-09-01,Fall 2017,611,CCC000576415,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1BH,2023-09-01,Fall 2016,421,CCC000569383,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals + Single Variable Calculus I Early Transcendentals,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1AH,2023-09-01,Fall 2016,421,CCC000569382,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Allan Hancock College,California Community College,Calculus 2,MATH182,2023-09-01,Fall 2017,611,CCC000042130,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Allan Hancock College,California Community College,Calculus 2,MATH182,2023-09-01,Fall 2017,611,CCC000573604,2023-10-07
MATH 230,Multivariable Calculus,Glendale Community College,California Community College,Multivariable and Vector Calculus,MATH105,2023-09-01,Spring 2010,731,CCC000194405,2023-10-07
MATH 230,Multivariable Calculus,Glendale Community College,California Community College,Multivariable and Vector Calculus,MATH105,2023-09-01,Spring 2010,731,CCC000574304,2023-10-07
MATH 230,Multivariable Calculus,Glendale Community College,California Community College,Honors Multivariable and Vector Calculus,MATH105H,2023-09-01,Fall 2016,731,CCC000400630,2023-10-07
MATH 230,Multivariable Calculus,Glendale Community College,California Community College,Honors Multivariable and Vector Calculus,MATH105H,2023-09-01,Fall 2016,731,CCC000574741,2023-10-07
MATH 160,Discrete Math,Hartnell College,California Community College,Discrete Mathematics,MAT7,2023-09-01,Fall 2017,451,CCC000576388,2023-10-07
MATH 230,Multivariable Calculus,Allan Hancock College,California Community College,Multivriable Calculus,MATH183,2023-09-01,Fall 2017,611,CCC000188621,2023-10-07
MATH 230,Multivariable Calculus,Allan Hancock College,California Community College,Multivriable Calculus,MATH183,2023-09-01,Fall 2017,611,CCC000576414,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1CH,2023-09-01,Fall 2016,421,CCC000569384,2023-10-07
MATH 230,Multivariable Calculus + Multivariable Calculus,De Anza College,California Community College,Calculus - HONORS + Calculus - HONORS,MATH1DH,2023-09-01,Fall 2016,421,CCC000569385,2023-10-07
MATH 151,College Algebra for STEM,Glendale Community College,California Community College,College Algebra,MATH100,2023-09-01,Fall 2018,731,CCC000323343,2023-10-07
MATH 151,College Algebra for STEM,Glendale Community College,California Community College,College Algebra,MATH100,2023-09-01,Fall 2018,731,CCC000576875,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Rio Hondo College,California Community College,Calculus I Honors + Calculus II,MATH190H,2023-09-01,Fall 2015 + Fall 2016,881,CCC000531010,2023-10-07
MATH 900 S,Single Variable Calculus Sequence + Single Variable Calculus Sequence,Rio Hondo College,California Community College,Calculus I Honors + Calculus II,MATH191,2023-09-01,Fall 2015 + Fall 2016,881,CCC000384221,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fullerton College,California Community College,Calculus I,MATH151F,2023-09-01,Fall 2017,862,CCC000579813,2023-10-07
MATH 230,Multivariable Calculus,Fullerton College,California Community College,Multivariable Calculus,MATH251F,2023-09-01,Fall 2017,862,CCC000579809,2023-10-07
MATH 230,Multivariable Calculus,College of the Siskiyous,California Community College,Calculus and Analytic Geometry III,MATH2400,2023-09-01,Fall 2016,181,CCC000346627,2023-10-07
MATH 230,Multivariable Calculus,College of the Siskiyous,California Community College,Calculus and Analytic Geometry III,MATH2400,2023-09-01,Fall 2016,181,CCC000569066,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Fullerton College,California Community College,Honors Calculus I,MATH151HF,2023-09-01,Fall 2017,862,CCC000579812,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Fullerton College,California Community College,Calculus II,MATH152F,2023-09-01,Fall 2017,862,CCC000579811,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Irvine Valley College,California Community College,Analytic Geometry and Calculus II Honors,MATH3BH,2023-09-01,Fall 2017,892,CCC000554119,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Irvine Valley College,California Community College,Analytic Geometry and Calculus II,MATH3B,2023-09-01,Fall 2017,892,CCC000407647,2023-10-07
MATH 230,Multivariable Calculus,Santa Monica College,California Community College,Multivariable Calculus,MATH11,2023-09-01,Spring 2016,781,CCC000387511,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Long Beach City College,California Community College,Second Calculus Course,MATH70,2023-09-01,Fall 2017,841,CCC000389528,2023-10-07
MATH 240,Ordinary Differential Equations,Columbia College,California Community College,Differential Equations,MATH28,2023-09-01,Summer 2017,591,CCC000578419,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Victor Valley College,California Community College,Analytic Geometry and Calculus,MATH227,2023-09-01,Spring 2010,991,CCC000269457,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Victor Valley College,California Community College,Analytic Geometry and Calculus,MATH227,2023-09-01,Spring 2010,991,CCC000576234,2023-10-07
MATH 221,Single Variable Calculus II Late Transcendentals,Victor Valley College,California Community College,Analytic Geometry and Calculus,MATH227,2023-09-01,Spring 2010,991,CCC000204351,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Allan Hancock College,California Community College,Calculus 1,MATH181,2023-09-01,Fall 2017,611,CCC000068086,2023-10-07
MATH 210,Single Variable Calculus I Early Transcendentals,Allan Hancock College,California Community College,Calculus 1,MATH181,2023-09-01,Fall 2017,611,CCC000576415,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Golden West College,California Community College,Calculus 1,MATHG180,2023-09-01,Fall 2016,832,CCC000157052,2023-10-07
MATH 230,Multivariable Calculus,Mt. San Antonio College,California Community College,Calculus and Analytic Geometry,MATH280,2023-09-01,Summer 2017,851,CCC000395901,2023-10-07
MATH 230,Multivariable Calculus,Mt. San Antonio College,California Community College,Calculus and Analytic Geometry,MATH280,2023-09-01,Summer 2017,851,CCC000532451,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,Long Beach City College,California Community College,Honors Second Calculus Course,MATH70H,2023-09-01,Fall 2017,841,CCC000558404,2023-10-07
MATH 250,Introduction to Linear Algebra,Santa Monica College,California Community College,Linear Algebra,MATH13,2023-09-01,Spring 2011,781,CCC000393833,2023-10-07
MATH 151,College Algebra for STEM,Las Positas College,California Community College,College Algebra for STEM,MATH30,2023-09-01,Fall 2018,481,CCC000584320,2023-10-07
MATH 910 S,Differential Equations and Linear Algebra,Coastline Community College,California Community College,Introduction to Linear Algebra and Differential Equations,MATHC285,2023-09-01,Spring 2018,831,CCC000443597,2023-10-07
MATH 230,Multivariable Calculus,Coastline Community College,California Community College,Calculus 3,MATHC280,2023-09-01,Spring 2018,831,CCC000443596,2023-10-07
MATH 230,Multivariable Calculus,Los Angeles Trade Technical College,California Community College,Calculus with Analytic Geometry III,MATH267,2023-09-01,Spring 2018,746,CCC000254722,2023-10-07
MATH 230,Multivariable Calculus,Feather River College,California Community College,Multivariable Calculus,MATH222,2023-09-01,Spring 2018,121,CCC000042583,2023-10-07
MATH 240,Ordinary Differential Equations,Cerro Coso Community College,California Community College,Ordinary Differential Equations,MATHC255,2023-09-01,Fall 2018,522,CCC000226745,2023-10-07
MATH 250,Introduction to Linear Algebra,Cerro Coso Community College,California Community College,Linear Algebra,MATHC257,2023-09-01,Fall 2018,522,CCC000504279,2023-10-07
MATH 151,College Algebra for STEM,Pasadena City College,California Community College,College Algebra for STEM,MATH003,2023-09-01,Summer 2018,771,CCC000416411,2023-10-07
MATH 151,College Algebra for STEM,Pasadena City College,California Community College,College Algebra for STEM,MATH003,2023-09-01,Summer 2018,771,CCC000588669,2023-10-07
MATH 220,Single Variable Calculus II Early Transcendentals,College of Alameda,California Community College,Calculus II,MATH3B,2023-09-01,Spring 2017,341,CCC000366071,2023-10-07
MATH 851,Trigonometry,Pasadena City College,California Community College,Precalculus Trigonometry,MATH008,2023-09-01,Summer 2018,771,CCC000588757,2023-10-07
MATH 851,Trigonometry,San Bernardino Valley College,California Community College,Plane Trigonometry,MATH103,2023-09-01,Fall 2019,982,CCC000429080,2023-10-07
MATH 851,Trigonometry,San Bernardino Valley College,California Community College,Plane Trigonometry,MATH103,2023-09-01,Fall 2019,982,CCC000430474,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,Evergreen Valley College,California Community College,Calculus I Late Transcendentals for STEM,MATH066,2023-09-01,Fall 2019,471,CCC000593731,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,San Bernardino Valley College,California Community College,Single Variable Calculus I,MATH250,2023-09-01,Fall 2019,982,CCC000427638,2023-10-07
MATH 211,Single Variable Calculus I Late Transcendentals,San Bernardino Valley College,California Community College,Single Variable Calculus I,MATH250,2023-09-01,Fall 2019,982,CCC000428939,2023-10-07
